"Integral length scale","Temperature (K)","Pressure (Pa)","Velocity[i] (m/s)","Velocity[j] (m/s)","Velocity[k] (m/s)","Turbulent Viscosity (Pa-s)","Turbulent Kinetic Energy (J/kg)","Turbulent Dissipation Rate (m^2/s^3)","X (m)","Y (m)","Z (m)"
0.014658472400417406,529.27334808244427,52580.382714326202,-5.6658734936959284e-05,-0.0035872309020008801,0.02913504959957992,0.1123419562219739,0.00013340448762944515,0.0001693066175020002,0.029999999999999999,0,0.15300000000000002
0.0066145481166847873,529.29551834873337,52578.661943981017,0.0075354546313765062,-0.0017585297220018615,0.02409908126954342,0.34913851338709473,0.00014386462444110045,7.9337258287648705e-05,0.045000000000000012,0,0.15300000000000002
0.017056219666575684,529.06170219963838,52516.254119950347,0.016188824483488708,-0.0041237711916144041,0.019561050088621197,0.2772008216975651,0.00022868184579832911,0.00025792807990091487,0.059999999999999998,0,0.15300000000000002
0.018214111277106062,528.85607983849468,52513.565444754888,0.028553507671599657,-0.0086692967460822428,0.015285460330043497,0.33118739042037149,0.00027132461399679035,0.00030002164120057319,0.074999999999999983,0,0.15300000000000002
0.017556082304488591,528.72014274391688,52511.064574327844,0.035097071646524973,-0.010160673266044109,0.010122669044459508,0.32925397188253736,0.00026709097945216482,0.00028691761924927364,0.089999999999999997,0,0.15300000000000002
0.020303875221315201,528.45989915665848,52510.074769014704,0.039999224756734619,-0.0096891696774015334,0.00076492424244875828,0.28326527910844129,0.0002865723492107801,0.00034371309439651962,0.10500000000000001,0,0.15300000000000002
0.030843841716829107,527.8328333708007,52511.055355091674,0.05059107481569515,-0.0072570390482945999,-0.012081377380997084,0.2642233951046164,0.00039356217134632214,0.00061189251365953597,0.12000000000000002,0,0.15300000000000002
0.033069373595223071,527.4008397281026,52519.213916843008,0.050889129502919038,-0.0045161599865711326,-0.022061066416065121,0.30255314307696435,0.00038495691784565543,0.00064883165922342747,0.13499999999999998,0,0.15300000000000002
0.021375184487743438,527.86651736231931,53505.384609274741,-0.025896950005045521,0.010319147103521824,-0.035816421959164041,0.21294973825886521,0.00024520608190789608,0.00033471524304830481,-0.13500000000000001,0,0.14450000000000002
0.0050935802062707786,529.13814161900029,53497.443120384582,-0.030336607499505709,0.014366814664990389,-0.0086737993635510931,0.19539844582987262,9.9369696433495322e-05,5.07750232250267e-05,-0.12,0,0.14450000000000002
0.0030310778710249259,529.30750745629359,53495.614126564869,-0.03392171651058639,0.014931947042157719,0.0053172782966545533,0.25239783109489089,8.7143979196422529e-05,2.8295396718690386e-05,-0.105,0,0.14450000000000002
0.0030165683465007737,529.33728191697719,53496.498362172315,-0.032199573796872341,0.014926859932818648,0.017166263694460435,0.31195373909169005,9.198917162530883e-05,2.8932204330189836e-05,-0.089999999999999997,0,0.14450000000000002
0.0032149573031471698,529.3419517909814,53498.959620744994,-0.026141663060784793,0.01454101063472709,0.025157256115247249,0.32543730491572398,0.00010209223936559493,3.2484155038132048e-05,-0.074999999999999997,0,0.14450000000000002
0.0033758923487376491,529.23888467172014,53501.863956919726,-0.015337707926190811,0.013567805907763622,0.029499147376524138,0.34313809987168636,0.00011532580836969083,3.6253658794114943e-05,-0.059999999999999998,0,0.14450000000000002
0.0031554543315388504,528.99893939173785,53441.357677481581,-0.0059159277844905572,0.013235100162634727,0.029075104694248618,0.32732235967991136,0.0001094712003064722,3.301504085668519e-05,-0.044999999999999998,0,0.14450000000000002
0.0044045387403550493,529.03540009998505,53441.464259729328,0.0038694283790324719,0.01738786883228087,0.030431477058474231,0.25443234194739467,0.00011757281029099772,4.7758852529030307e-05,-0.029999999999999999,0,0.14450000000000002
0.4676828683733012,523.91787517971147,53449.868874050873,-0.011815834734392778,0.021385939486615747,0.17041729487767873,1.1834610533164918,0.0074174939712889632,0.040279128245750251,-0.014999999999999986,0,0.14450000000000002
0.85992420022858318,512.47374118585196,53496.189804261187,-0.0068796803477392757,0.004399347660121438,0.55364861042407687,0.64266179425740411,0.0078731677889726567,0.076301824833565263,0,0,0.14450000000000002
0.40612763025795906,524.28947809810552,53452.640395125432,0.0081662677837634479,0.0054300957093840509,0.1749206537774245,0.97113228015154018,0.006015343977097307,0.031498710173550014,0.015000000000000013,0,0.14450000000000002
0.0037662898493956952,529.37618844701092,53443.52640747527,-0.0047383725361127144,-0.004137746762709193,0.034228582301626273,0.27999823253009665,0.00010459555426745233,3.8518587473796666e-05,0.029999999999999999,0,0.14450000000000002
0.0034070988422673747,529.35247286723234,53442.197043818545,0.0042756508851362375,-0.0020833346781671197,0.030794734315134083,0.35333878756644099,0.00011046566461965038,3.5809510781345174e-05,0.045000000000000012,0,0.14450000000000002
0.0036640242259677147,529.19045788673657,53502.332608253673,0.013434497128649404,-0.00880152749690917,0.029424777947962645,0.35890050211978847,0.00013262745293748658,4.2196366047096457e-05,0.059999999999999998,0,0.14450000000000002
0.0034309671838916203,529.06946771699984,53499.572124770792,0.022840715720717279,-0.01351792762348596,0.024084703885347659,0.5128970662817196,0.00013744156266686024,4.0223106265793458e-05,0.074999999999999983,0,0.14450000000000002
